# 41556,-0.3667764,0.35192886,0.4181981,0.87044954
00210	0.3135056	0.7633538	Portsmouth, NH
00211	0.3135056	0.7633538	Portsmouth, NH
00212	0.3135056	0.7633538	Portsmouth, NH
00213	0.3135056	0.7633538	Portsmouth, NH
00214	0.3135056	0.7633538	Portsmouth, NH
00215	0.3135056	0.7633538	Portsmouth, NH
00501	0.30247012	0.7226447	Holtsville, NY
00544	0.30247012	0.7226447	Holtsville, NY
01001	0.29536617	0.742954	Agawam, MA
01002	0.29843047	0.7478273	Amherst, MA
01003	0.29629046	0.74733305	Amherst, MA
01004	0.29775193	0.7479712	Amherst, MA
01005	0.302632	0.7482096	Barre, MA
01007	0.29958177	0.7465452	Belchertown, MA
01008	0.29309207	0.7430645	Blandford, MA
01009	0.30066824	0.74547637	Bondsville, MA
01010	0.302785	0.74424756	Brimfield, MA
01011	0.29267046	0.74506783	Chester, MA
01012	0.29383755	0.74713147	Chesterfield, MA
01013	0.29678938	0.74368894	Chicopee, MA
01014	0.29752877	0.7440418	Chicopee, MA
01020	0.29802647	0.74428964	Chicopee, MA
01021	0.29752877	0.7440418	Chicopee, MA
01022	0.29806045	0.74458635	Chicopee, MA
01026	0.292637	0.74749136	Cummington, MA
01027	0.29464492	0.74689853	Easthampton, MA
01028	0.29931822	0.7425221	East Longmeadow, MA
01029	0.2918735	0.7430005	East Otis, MA
01030	0.29504573	0.74375784	Feeding Hills, MA
01031	0.30170742	0.7483971	Gilbertville, MA
01032	0.29369542	0.7480297	Goshen, MA
01033	0.29839024	0.7459179	Granby, MA
01034	0.293446	0.7419739	Granville, MA
01035	0.2970828	0.7473011	Hadley, MA
01036	0.3003074	0.7428739	Hampden, MA
01037	0.3014855	0.74825513	Hardwick, MA
01038	0.2961267	0.7476127	Hatfield, MA
01039	0.2957733	0.7469653	Haydenville, MA
01040	0.29694706	0.74439526	Holyoke, MA
01041	0.29752877	0.7440418	Holyoke, MA
01050	0.29320055	0.7455461	Huntington, MA
01053	0.29550758	0.74685216	Leeds, MA
01054	0.2979304	0.7496505	Leverett, MA
01056	0.29724136	0.7440158	Ludlow, MA
01057	0.301876	0.7437749	Monson, MA
01059	0.29629046	0.74733305	North Amherst, MA
01060	0.2944403	0.7476959	Northampton, MA
01061	0.29629046	0.74733305	Northampton, MA
01062	0.2938625	0.7459893	Florence, MA
01063	0.29645833	0.7464403	Northampton, MA
01066	0.2961576	0.74797237	North Hatfield, MA
01068	0.3035585	0.7487557	Oakham, MA
01069	0.30112067	0.74504817	Palmer, MA
01070	0.29194793	0.74768925	Plainfield, MA
01071	0.29426336	0.74334764	Russell, MA
01072	0.29828328	0.74968314	Shutesbury, MA
01073	0.29573575	0.7446666	Southampton, MA
01074	0.30230445	0.74897516	South Barre, MA
01075	0.2974803	0.74546313	South Hadley, MA
01077	0.2987685	0.7424675	Southwick, MA
01079	0.30086127	0.7452861	Thorndike, MA
01080	0.298574	0.7444695	Three Rivers, MA
01081	0.30287442	0.7434244	Wales, MA
01082	0.2973428	0.747741	Ware, MA
01083	0.30243224	0.7458886	Warren, MA
01084	0.2932835	0.74695826	West Chesterfield, MA
01085	0.2989062	0.7439892	Westfield, MA
01086	0.29448715	0.7433307	Westfield, MA
01088	0.2960651	0.7476573	West Hatfield, MA
01089	0.29721636	0.7431493	West Springfield, MA
01090	0.29752877	0.7440418	West Springfield, MA
01092	0.30206907	0.7457752	West Warren, MA
01093	0.2957728	0.7485275	Whately, MA
01094	0.30248812	0.7486993	Wheelwright, MA
01095	0.29915208	0.7436397	Wilbraham, MA
01096	0.29379845	0.7474984	Williamsburg, MA
01097	0.29456234	0.7431377	Woronoco, MA
01098	0.29290748	0.7471298	Worthington, MA
01101	0.29752877	0.7440418	Springfield, MA
01102	0.29752877	0.7440418	Springfield, MA
01103	0.29799405	0.7429321	Springfield, MA
01104	0.29816896	0.74343944	Springfield, MA
01105	0.29817075	0.7429178	Springfield, MA
01106	0.29851058	0.7420863	Longmeadow, MA
01107	0.2979451	0.7433404	Springfield, MA
01108	0.2984981	0.7426522	Springfield, MA
01109	0.29844555	0.7433404	Springfield, MA
01111	0.29752877	0.7440418	Springfield, MA
01114	0.29752877	0.7440418	Springfield, MA
01115	0.297984	0.7429271	Springfield, MA
01116	0.29752877	0.7440418	Longmeadow, MA
01118	0.29887578	0.74298847	Springfield, MA
01119	0.29869893	0.74350667	Springfield, MA
01128	0.29932153	0.7431141	Springfield, MA
01129	0.29916486	0.743616	Springfield, MA
01133	0.29752877	0.7440418	Springfield, MA
01138	0.29752877	0.7440418	Springfield, MA
01139	0.29752877	0.7440418	Springfield, MA
01144	0.29799032	0.7429087	Springfield, MA
01151	0.29876226	0.74398744	Indian Orchard, MA
01152	0.29752877	0.7440418	Springfield, MA
01199	0.2977445	0.74317586	Springfield, MA
01201	0.28822142	0.7473254	Pittsfield, MA
01202	0.28882566	0.7459073	Pittsfield, MA
01203	0.28882566	0.7459073	Pittsfield, MA
01220	0.28955677	0.74595404	Adams, MA
01222	0.2885628	0.74210095	Ashley Falls, MA
01223	0.29059485	0.7454164	Becket, MA
01224	0.28882566	0.7459073	Berkshire, MA
01225	0.28970844	0.74773705	Cheshire, MA
01226	0.29023656	0.7476529	Dalton, MA
01227	0.289996	0.748423	Dalton, MA
01229	0.2878655	0.74361897	Glendale, MA
01230	0.2887401	0.74419546	Great Barrington, MA
01235	0.28933004	0.7442124	Hinsdale, MA
01236	0.2876256	0.74377775	Housatonic, MA
01237	0.28834957	0.7475029	Lanesboro, MA
01238	0.28843674	0.74539554	Lee, MA
01240	0.28865656	0.74706495	Lenox, MA
01242	0.28877315	0.7449124	Lenox Dale, MA
01243	0.29169226	0.7459451	Middlefield, MA
01244	0.2896334	0.7412195	Mill River, MA
01245	0.28995988	0.74245465	Monterey, MA
